NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00111657,Pegylated Recombinant Mammalian Uricase (PEG-uricase) as Treatment for Refractory Gout,Completed,No Results Available,Gout,Biological: Pegloticase,Duke University|Savient Pharmaceuticals,Both,Adult|Senior,Phase II,30,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,FD-R-02537,5/24/2005,01/12/2004,01/07/2009,10/07/2010,01/10/2010,,01/07/2009,"Reduction in plasma uric acid to less than 6 mg/dL|Clinical response will be evaluated, including the frequency of gout flares, number and distribution of swollen/tender joints, change in size of tophi, change in functional status|In a subset of subjects who volunteer separately, change in uric acid pool size will be assessed by a method that involves infusion of uric acid labeled with N15, a stable (nonradioactive) isotope of nitrogen.|Reduction of the ratio of uric acid:creatinine in urine|Development of antibodies to PEG-uricase|Pharmacokinetics of PEG-uricase",http://ClinicalTrials.gov/show/NCT00111657,United States,0,NA,1,1
NCT00111917,Beryllium Infliximab Study: Clinical Interventional Trial,Completed,No Results Available,Berylliosis|Beryllium Disease,Drug: Infliximab,"Maier, Lisa, M.D.|Centocor, Inc.",Both,Adult|Senior,Phase I|Phase II,13,Other|Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",NJ202|HS1862,5/26/2005,01/02/2005,01/01/2009,02/06/2009,01/02/2009,BISCIT,01/01/2009,arterial alveolar oxygen gradient (A-adO2) at end exercise|airflow|lung volume|diffusing capacity (DLCO)|profusion of small opacities on chest x-ray|dyspnea score|quality of life (QOL) questionnaires,http://ClinicalTrials.gov/show/NCT00111917,United States,1,1,1,1
NCT00112580,MDX-010 in Treating Patients With Stage IV Pancreatic Cancer That Cannot Be Removed By Surgery,Completed,No Results Available,Pancreatic Cancer,Biological: ipilimumab,National Cancer Institute (NCI),Both,Adult|Senior,Phase II,82,NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000430666|NCI-05-C-0141|NCI-P6557|MDX-010-24,06/02/2005,01/07/2005,NA,9/21/2010,01/08/2009,,01/08/2009,Clinical response (complete and partial)|Incidence of autoimmunity,http://ClinicalTrials.gov/show/NCT00112580,United States,0,NA,1,NA
NCT00112606,Lenalidomide in Treating Patients With Stage IV Eye Melanoma,Completed,No Results Available,Intraocular Melanoma,Drug: lenalidomide,National Cancer Institute (NCI),Both,Adult|Senior,Phase II,38,NIH,Interventional,Allocation: Randomized|Primary Purpose: Treatment,CDR0000430670|NCI-05-C-0095|NCI-P6501,06/02/2005,01/04/2005,NA,4/21/2009,01/04/2008,,01/04/2009,Clinical response rate (complete and partial response)|Toxicity,http://ClinicalTrials.gov/show/NCT00112606,United States,1,1,1,1
NCT00112749,Infliximab in Treating Cancer-Related Fatigue in Postmenopausal Women Who Have Undergone Treatment for Breast Cancer,Completed,No Results Available,Breast Cancer|Fatigue,Biological: infliximab|Other: Clinical Assessment|Other: Self-report questionnaires|Other: Immune Assessment,"University of California, Los Angeles|National Cancer Institute (NCI)|American Cancer Society",Female,Adult,Phase II,6,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Supportive Care,CDR0000428460|P30CA016042|UCLA-0410033-01,06/02/2005,01/02/2005,01/01/2009,11/05/2010,01/11/2010,,01/01/2009,"Fatigue as measured by the fatigue symptom inventory (FSI) at baseline and after completion of study treatment|Fatigue as measured by multidimensional fatigue symptom inventory (MFSI) at baseline and after completion of study|Proinflammatory cytokines as measured by interleukin-1 receptor antagonist, interleukin 6, and tumor necrosis factor at baseline and after completion of study treatment",http://ClinicalTrials.gov/show/NCT00112749,United States,0,NA,4,1
NCT00113230,Neoadjuvant Chemoradiation With RHUMAB VEGF (Avastin) for Rectal Cancer,Completed,Has Results,Rectal Cancer,"Drug: Avastin (Bevacizumab, RHUMAB VEGF)|Drug: Capecitabine|Radiation: Radiation Therapy",M.D. Anderson Cancer Center|Genentech,Both,Adult|Senior,Phase II,25,Other|Industry,Interventional,Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2003-0832,06/06/2005,01/02/2005,01/01/2009,10/13/2009,01/10/2009,,01/01/2009,Pathologic Local Tumor Response,http://ClinicalTrials.gov/show/NCT00113230,United States,1,1,3,1
NCT00113269,"Safety/Efficacy of Induction Agents With Tacrolimus, MMF, and Rapid Steroid Withdrawal in Renal Transplant Recipients",Completed,No Results Available,Kidney Transplantation,Drug: basiliximab|Drug: rabbit anti-thymocyte globulin|Drug: tacrolimus|Drug: alemtuzumab,Astellas Pharma Inc,Both,Adult|Senior,Phase IV,502,Industry,Interventional,Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,20-04-003,06/07/2005,01/05/2005,01/03/2009,4/17/2009,01/04/2009,INTAC,01/03/2009,The incidence of biopsy-confirmed acute rejection|Patient and graft survival rates,http://ClinicalTrials.gov/show/NCT00113269,United States,1,0,4,NA
NCT00113360,RAD001 Plus Octreotide Depot in Metastatic or Unresectable Low Grade Neuroendocrine Carcinoma,Completed,Has Results,Neuroendocrine Carcinoma|Islet Cell Carcinoma,Drug: RAD001|Drug: Octreotide Depot,M.D. Anderson Cancer Center|Novartis Pharmaceuticals,Both,Adult|Senior,Phase II,67,Other|Industry,Interventional,Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2004-0597,06/07/2005,01/01/2005,01/07/2009,11/08/2010,01/11/2010,,01/07/2009,Progression Free Survival (PFS),http://ClinicalTrials.gov/show/NCT00113360,United States,1,1,2,1
NCT00113386,Cisplatin and Docetaxel With or Without Radiation Therapy in Treating Patients Who Are Undergoing Surgery for Newly Diagnosed Stage III Non-Small Cell Lung Cancer,Completed,No Results Available,Lung Cancer,Biological: filgrastim|Biological: pegfilgrastim|Drug: cisplatin|Drug: docetaxel|Procedure: adjuvant therapy|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Radiation: radiation therapy,Radiation Therapy Oncology Group|National Cancer Institute (NCI)|Southwest Oncology Group|Cancer and Leukemia Group B|Eastern Cooperative Oncology Group|North Central Cancer Treatment Group,Both,Adult|Senior,Phase III,574,Other|NIH,Interventional,Allocation: Randomized|Control: Active Control|Primary Purpose: Treatment,CDR0000429479|RTOG-0412|SWOG-S0332|CALGB-RTOG-0412|ECOG-RTOG-0412|NCCTG-RTOG-0412,06/07/2005,01/04/2005,NA,12/26/2009,01/02/2009,,01/02/2009,"Comparison of overall survival|Comparison of progression-free survival|Comparison of median survival time|Comparison of treatment toxicity rates|Comparison of clinical and pathologic response rates|Comparison of overall survival and progression-free survival between patients with and without pathologic complete response|Association of molecular markers and overall survival, progression-free survival and response|Change in patient-reported functional status",http://ClinicalTrials.gov/show/NCT00113386,United States,1,1,8,0
NCT00113399,Combination Chemotherapy With or Without Radiation Therapy in Treating Patients With Recurrent Head and Neck Cancer That Cannot Be Removed By Surgery,Completed,No Results Available,Head and Neck Cancer,Biological: filgrastim|Drug: cisplatin|Drug: docetaxel|Drug: fluorouracil|Drug: paclitaxel|Radiation: radiation therapy,Radiation Therapy Oncology Group|National Cancer Institute (NCI),Both,Adult|Senior,Phase III,240,Other|NIH,Interventional,Allocation: Randomized|Control: Active Control|Primary Purpose: Treatment,CDR0000429480|RTOG-0421|ECOG-R0421,06/07/2005,01/04/2005,NA,2/24/2009,01/02/2009,,01/02/2009,"Survival|Progression-free survival|Grade 5 toxicity rate|Quality of life as assessed by the immediate (acute) side effects of treatment at 3 months|Quality of life as assessed by the late side effects of treatment at 6, 12, 24, and 36 months|Quality-adjusted survival",http://ClinicalTrials.gov/show/NCT00113399,United States,1,1,6,0
NCT00113516,A Study Of SU011248 As Therapy In Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer,Completed,Has Results,Non-small Cell Lung Cancer,Drug: carboplatin|Drug: paclitaxel|Drug: sunitinib,Pfizer,Both,Adult|Senior,Phase II,84,Industry,Interventional,Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,A6181057,06/08/2005,01/09/2005,01/03/2009,5/14/2010,01/05/2010,,01/03/2009,"Proportion of Subjects Surviving at One Year|Progression-free Survival (PFS)|Time to Tumor Progression (TTP)|Duration of Response (DR)|Number of Subjects With Overall Confirmed Objective Disease Response|Overall Survival (OS)|Trough Plasma Concentration (Ctrough) of Sunitinib|Ctrough of SU-012662 (Sunitinib's Metabolite)|Ctrough of Total Drug (Sunitinib + SU-012662)|Dose-Corrected Ctrough of Sunitinib|Dose-Corrected Ctrough of SU-012662 (Sunitinib's Metabolite)|Dose-Corrected Ctrough of Total Drug (Sunitinib + SU-012662)|Vascular Endothelial Growth Factor Receptor 3 (VEGFR3) Concentration at Baseline|VEGFR3 Ratio to Baseline at Each Time Point|VEGF-C Concentration at Baseline|VEGF-C Ratio to Baseline at Each Time Point|Soluble E-Selectin at Baseline|Soluble E-Selectin Ratio to Baseline at Each Time Point|VEGFR3 at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|VEGFR3 Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|VEGF-C at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|VEGF-C Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|Soluble E-Selectin at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|Soluble E-Selectin Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD)|Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline|Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline|Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline|Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline|Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline|Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline Changes From Baseline|Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline Changes From Baseline|Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline|Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline|Immunohistochemical Staining of Paraffin Embedded Tumor Tissue|Correlation of Polymorphisms in c-Kit, Flt-3 and c-Fms to Safety of Sunitinib|Change From Baseline in Health Related Quality of Life (HRQOL) and Lung Cancer Related Symptoms as Assessed With the European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (EORTC QLQ-C30)|Change From Baseline in HRQOL and Lung Cancer Related Symptoms as Assessed With the EORTC QLQ Lung Cancer Module (QLQ-LC13)",http://ClinicalTrials.gov/show/NCT00113516,"United States, &nbsp; Canada, &nbsp; France",1,1,3,1
NCT00113568,Safety Study of XP12B in Women With Menorrhagia,Completed,Has Results,Menorrhagia|Heavy Menstrual Bleeding,Drug: Tranexamic acid tablets (XP12B),Ferring Pharmaceuticals,Female,Adult,Phase III,784,Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,XP12B-MR-302,06/08/2005,01/06/2005,01/05/2009,06/09/2010,01/06/2010,,01/05/2009,Number of Subjects With at Least One Adverse Event During the Study|Number of Subjects With at Least One Possibly Treatment-Related Adverse Event During the Study|Number of Subjects With at Least One Probably Treatment-Related Adverse Event During the Study|Number of Subjects With at Least One Definitely Treatment-Related Adverse Event During the Study|Number of Subjects With at Least One Serious Adverse Event During the Study|Number of Subjects With at Least One Life-Threatening Adverse Event During the Study|Number of Subjects With Adverse Events That Led to Discontinuation From the Study|Number of Subjects With Any Thrombotic or Thromboembolic Adverse Event During the Study|Number of Subjects Who Died During the Study,http://ClinicalTrials.gov/show/NCT00113568,United States,1,1,1,1
NCT00113919,UARK 2003-25: A Study of Intravenous (IV) Busulfan (Busulfex?Û) in Multiple Myeloma Patients,Completed,No Results Available,Multiple Myeloma,Drug: Busulfex?Û,University of Arkansas,Both,Adult|Senior,Phase I|Phase II,14,Other,Interventional,Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2003-25,06/10/2005,01/06/2004,01/10/2009,6/29/2010,01/06/2010,,01/10/2009,"To determine the maximal dose of Busulfex?Û that can be given in a two, three, or four day periods with acceptable toxicity|To perform pharmacokinetic (PK) studies to evaluate inter-individual variability and relationship to toxicities.",http://ClinicalTrials.gov/show/NCT00113919,United States,1,1,1,1
NCT00114634,Short-term Behavioral Effects of Cholesterol Therapy in Smith-Lemli-Opitz Syndrome,Completed,No Results Available,Smith-Lemli-Opitz Syndrome,Drug: Cholesterol Suspension,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Both,Child,Phase II,13,NIH,Interventional,Primary Purpose: Treatment,050168|05-CH-0168,6/15/2005,01/06/2005,01/02/2009,11/25/2009,01/11/2009,,01/02/2009,"Hyperactivity subscale of the Abberrant Behavior Checklist (ABC).|ABC subscales - inappropriate speech, lethargy, stereotypy, and irritability; Time of caretake tolerance.",http://ClinicalTrials.gov/show/NCT00114634,United States,1,0,1,NA
NCT00116207,An Intervention Trial for Cardiac Neuropathy in Type 1 Diabetes,Completed,No Results Available,Diabetic Autonomic Neuropathy,"Drug: allopurinal, alpha lipoic acid (ALA), nicotinamide",University of Michigan|Juvenile Diabetes Research Foundation,Both,Adult,Phase III,50,Other,Interventional,Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Treatment,IRB:2002-0460,6/27/2005,01/01/2000,01/12/2009,7/27/2010,01/07/2010,,01/09/2009,Retention Index (RI)|Endothelial function|8-epi prostaglandin F2alpha|CRP|Adverse events,http://ClinicalTrials.gov/show/NCT00116207,United States,1,0,1,NA
NCT00116857,Omega-3 Fatty Acids to Improve Depression and Reduce Cardiovascular Risk Factors,Completed,No Results Available,"Cardiovascular Diseases|Depression|Heart Diseases|Myocardial Infarction|Angina, Unstable",Drug: Sertraline/omega-3|Drug: Sertraline/Corn Oil,"National Heart, Lung, and Blood Institute (NHLBI)",Both,Adult|Senior,Phase III,122,NIH,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",186|R01 HL76808,6/30/2005,01/02/2005,01/11/2009,11/05/2010,01/02/2009,,01/06/2009,Depression interview and self-report inventory|Procoagulant and proinflammatory markers and plasma levels of sertraline and omega-3 from blood draws,http://ClinicalTrials.gov/show/NCT00116857,United States,1,1,2,0
