"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"23091",23091,"NCT00744627","Efficacy and Safety of Lu AA21004 for Treatment of Generalized Anxiety Disorder in Adults.","Completed","No Results Available","Generalized Anxiety Disorder","Drug: Lu AA21004|Drug: Placebo","Takeda Global Research & Development Centre (Europe) Ltd.|H. Lundbeck A/S","Both","Adult|Senior","Phase III",301,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","LuAA21004_311|2008-001766-90|U1111-1112-3487","August 29, 2008","01/09/2008",2009-07-01,"June 17, 2010","01/06/2010","",2009-07-01,"Least Squares Mean Change from Baseline in the 14-item Hamilton Anxiety Scale Total Score at Week 8.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Anxiety Sub-Score at Week 8.|Mean Clinical Global Impression Scale-Global Improvement Scale at Week 8.|Mean Change from Baseline in Sheehan Disability Scale Total Score at Week 8.|Response Rates at Week 8, with response defined as a greater than or equal to 50% decrease in the Hamilton Anxiety Scale Total Score from Baseline.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score in subjects with Baseline Hamilton Anxiety Scale greater than or equal to 25 at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Social Functioning Sub-Score at Week 8.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score at Week 1.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score at Week 2.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score at Week 4.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score at Week 6.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Anxiety Sub-Score at Week 1.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Anxiety Sub-Score at Week 4.|Mean Clinical Global Impression Scale-Global Improvement Scale at Week 1.|Mean Clinical Global Impression Scale-Global Improvement Scale at Week 2.|Mean Clinical Global Impression Scale-Global Improvement Scale at Week 4.|Mean Clinical Global Impression Scale-Global Improvement Scale at Week 6.|Mean Change from Baseline in Sheehan Disability Scale Total Score at Week 1.|Mean Change from Baseline in Sheehan Disability Scale Total Score at Week 2.|Mean Change from Baseline in Sheehan Disability Scale Total Score at Week 4.|Response Rates at Week 1, with response defined as a ??­50% decrease in the Hamilton Anxiety Scale Total Score from Baseline.|Response Rates at Week 2, with response defined as a ??­50% decrease in the Hamilton Anxiety Scale Total Score from Baseline.|Response Rates at Week 4, with response defined as a ??­50% decrease in the Hamilton Anxiety Scale Total Score from Baseline.|Response Rates at Week 6, with response defined as a ??­50% decrease in the Hamilton Anxiety Scale Total Score from Baseline.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score in subjects with Baseline Hamilton Anxiety Scale greater than or equal to 25 at Week 1.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score in subjects with Baseline Hamilton Anxiety Scale greater than or equal to 25 at Week 2.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score in subjects with Baseline Hamilton Anxiety Scale greater than or equal to 25 at Week 4.|Mean Change from Baseline in Hamilton Anxiety Scale Total Score in subjects with Baseline Hamilton Anxiety Scale greater than or equal to 25 at Week 6.|Remission Rates at Week 1, with remission defined as a Hamilton Anxiety Scale Total Score less than or equal to 7.|Remission Rates at Week 2, with remission defined as a Hamilton Anxiety Scale Total Score less than or equal to 7.|Remission Rates at Week 4, with remission defined as a Hamilton Anxiety Scale Total Score less than or equal to 7.|Remission Rates at Week 6, with remission defined as a Hamilton Anxiety Scale Total Score less than or equal to 7.|Remission Rates at Week 8, with remission defined as a Hamilton Anxiety Scale Total Score less than or equal to 7.|Mean Change from Baseline in Clinical Global Impression Scale-Severity of Illness Scale at Week 1.|Mean Change from Baseline in Clinical Global Impression Scale-Severity of Illness Scale at Week 2.|Mean Change from Baseline in Clinical Global Impression Scale-Severity of Illness Scale at Week 4.|Mean Change from Baseline in Clinical Global Impression Scale-Severity of Illness Scale at Week 6.|Mean Change from Baseline in Clinical Global Impression Scale-Severity of Illness Scale at Week 8.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Sub-Score at Week 1.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Sub-Score at Week 4.|Mean Change from Baseline in Hospital Anxiety and Depression Scale Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Social Functioning Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Social Functioning Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Physical Functioning Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Physical Functioning Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Physical Functioning Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Physical Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Physical Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Physical Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Bodily Pain Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Bodily Pain Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Bodily Pain Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey General Health Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey General Health Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey General Health Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Vitality Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Vitality Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Vitality Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Emotional Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Emotional Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Role-Emotional Sub-Score at Week 8.|Mean Change from Baseline in 36-Item Short-Form Health Survey Mental Health Sub-Score at Week 2.|Mean Change from Baseline in 36-Item Short-Form Health Survey Mental Health Sub-Score at Week 4.|Mean Change from Baseline in 36-Item Short-Form Health Survey Mental Health Sub-Score at Week 8.|Change from Baseline in Healthcare Resource Utilization as assessed by the Health Economic Assessment Questionnaire at Week 8.","http://ClinicalTrials.gov/show/NCT00744627",NA
"23109",23109,"NCT00795327","Injectable POLY-L-Lactic Acid for Treatment of Hill and Valley Acne Scarring","Completed","No Results Available","Acne Vulgaris","Device: Sculptra (Poly-L-Lactic Acid Dermal Implant)","Sanofi-Aventis","Both","Adult|Senior","Phase IV",22,"Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","POLYL_L_02508","November 20, 2008","01/10/2008",2009-09-01,"October 1, 2010","01/10/2010","",2009-09-01,"Physician Scar Improvement Scale (PSIS)|Self-Assessed Scar Improvement Scale (SASIS).|Degree of subject satisfaction with treatment|Adverse events","http://ClinicalTrials.gov/show/NCT00795327",NA
"23110",23110,"NCT00797927","Quetiapine Related Neurochemical Changes as Measured by Magnetic Resonance Spectroscopy in Schizophrenia","Completed","No Results Available","Schizophrenia","Drug: quetiapine|Other: no intervention","National Taiwan University Hospital|National Science Council, Taiwan","Both","Adult","Phase IV",30,"Other","Interventional","Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","200702010M","November 24, 2008","01/01/2007",2009-04-01,"April 27, 2009","01/04/2009","",2009-03-01,"The change from baseline in neurochemical peak area ratios (NAA/CRE, NAA/CHO, CHO/CRE) at the end of study|changes from baseline in PANSS","http://ClinicalTrials.gov/show/NCT00797927",NA
"23116",23116,"NCT00799227","Safety and Efficacy of a New Treatment in Vitrectomized Subjects With Diabetic Macular Edema","Completed","No Results Available","Diabetic Macular Edema|Vitrectomy","Drug: Dexamethasone","Allergan","Both","Adult|Senior","Phase II",40,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","206207-018","November 26, 2008","01/01/2009",2009-12-01,"September 24, 2010","01/09/2010","",2009-12-01,"Change from baseline in mean central retinal thickness by optical coherence tomography (OCT)|Proportion of patients with at least 10 letters of improvement from baseline in best corrected visual acuity (BCVA)|Change from baseline in fluorescein leakage assessed by fluorescein angiography (FA)|Change from baseline in the scales of the NEI-VFQ-25","http://ClinicalTrials.gov/show/NCT00799227",NA
"23137",23137,"NCT00833027","ALPHA Sitagliptin Add on to Metformin","Completed","Has Results","Diabetes Mellitus","Drug: sitagliptin phosphate","Merck","Both","Adult|Senior","Phase IV",608,"Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2009_527|MK0431-103","January 28, 2009","01/03/2008",2009-10-01,"August 26, 2010","01/08/2010","",2009-10-01,"Change From Baseline in HbA1c at Week 24|Change From Baseline in HbA1c at Week 12","http://ClinicalTrials.gov/show/NCT00833027",NA
"23180",23180,"NCT00913627","Study Evaluating Ibuprofen 600 mg Extended Release (ER) For Dental Pain","Completed","No Results Available","Pain","Drug: ibuprofen|Drug: ibuprofen|Drug: naproxen|Drug: Placebo","Wyeth","Both","Child|Adult","Phase II",196,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Treatment","AK-09-07","May 29, 2009","01/05/2009",2009-08-01,"August 12, 2009","01/08/2009","",2009-08-01,"SPID 0-12 (time weighted sum of pain intensity difference scores from 0-12 hrs) AND SPID 8-12 (time-weighted sum of pain intensity difference scores from 8-12 hrs)|Time to first perceptible relief confirmed by meaningful relief (onset) AND Time to treatment failure (time to first rescue medication or discontinuation due to lack of efficacy) AND Percentage of treatment failures by 8, 9, 10, 11 and 12 hours","http://ClinicalTrials.gov/show/NCT00913627",NA
"23198",23198,"NCT00944827","Combination Treatment With Green Tea Extract and Statins in Patients With Hypercholesterolemia","Completed","No Results Available","Hypercholesterolemia","Dietary Supplement: Green Tea Extract - Catechins|Dietary Supplement: Placebo","University of Thessaly|Center for Research and Technology Thessaly|General Hospital of Trikala, Dept of Internal Medicine|University General Hospital of Larissa, Dept of Medicine","Both","Adult","Phase II",40,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Supportive Care","3-22/846/06-2007|22/08-06-2007|no3/10-01-2007|846/22/15-06-2007","July 21, 2009","01/09/2007",2009-10-01,"December 2, 2010","01/07/2009","GTE-Stat",2009-10-01,"Reduction in Total CHO and LDH|lipids profile, body composition, visceral adiposity, Redox status, glucose disposal, Insulin sensitivity index, liver fat infiltration, quality of life parameters","http://ClinicalTrials.gov/show/NCT00944827",NA
"23224",23224,"NCT00981227","Efficacy and Safety of Eslicarbazepine Acetate as Therapy for Patients With Post-Herpetic Neuralgia","Completed","No Results Available","Postherpetic Neuralgia","Drug: Eslicarbazepine acetate|Drug: Placebo","Bial - Portela C S.A.","Both","Adult|Senior","Phase II",568,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","BIA-2093-207","September 18, 2009","01/11/2007",2009-01-01,"September 21, 2009","01/09/2009","",2009-01-01,"The primary efficacy variable will be the change from baseline to endpoint in mean pain, recorded daily by the patient on a numerical scale.|responder rates (defined as a reduction in endpoint mean pain by at least 30% or at least 50% with respect to baseline)|daily mean pain intensity|weekly mean pain intensity|onset of therapeutic effect|pain assessed via the sensory portion of the Short-Form McGill Pain Questionnaire (SF-MPQ)|Patient Global Impression of Change (PGIC)|the dynamic allodynia (evoked pain) assessed by the Allodynia Severity Rating Scale,|sleep interference assessed by the Chronic Pain Sleep Inventory (CPSI?ó)|quality of life assessed by the SF-36 Health Survey|intake of rescue medication|adverse events (AEs), standard laboratory safety data (haematology, biochemistry), 12-lead electrocardiogram (ECG), vital signs (blood pressure, heart rate), physical and neurological examinations","http://ClinicalTrials.gov/show/NCT00981227",NA
"23237",23237,"NCT01005927","Fructooligosaccharide and Calcium Absorption in Adolescent Girls","Completed","No Results Available","Osteoporosis","Dietary Supplement: Fructooligosaccharide","Purdue University|Abbott Nutrition|GTC Nutrition","Female","Child","Phase I|Phase II",26,"Other|Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Masking: Single Blind (Subject)|Primary Purpose: Prevention","GTC Study","October 30, 2009","01/01/2009",2009-06-01,"July 27, 2010","01/07/2010","",2009-06-01,"Fractional Calcium Absorption|Bone density and geometry measured with peripheral quantitative computed tomography (pQCT)","http://ClinicalTrials.gov/show/NCT01005927",NA
"23251",23251,"NCT01031927","N-methyl Glycine (Sarcosine) for the Treatment of Obsessive Compulsive Disorder (OCD)","Completed","No Results Available","Obsessive Compulsive Disorder","Drug: N-methyl glycine","China Medical University Hospital|Taipei City Hospital","Both","Adult","Phase II",30,"Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","DMR96-IRB-75","December 13, 2009","01/06/2007",NA,"December 24, 2009","01/12/2009","",2009-02-01,"Yale-Brown Obsessive Compulsive Scale|Hamilton Anxiety Rating scale","http://ClinicalTrials.gov/show/NCT01031927",NA
"23258",23258,"NCT01042327","Study to Assess Clearances and Bio-compatibility of ELISIO Dialyzer","Completed","No Results Available","Chronic Kidney Disease","Device: ELISIO dialyzer","Royal Free Hampstead NHS Trust","Both","Adult|Senior","Phase IV",15,"Other","Interventional","Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","08/H0724/11","January 4, 2010","01/02/2009",2009-11-01,"January 4, 2010","01/02/2009","",2009-11-01,"solute clearances|erythropoietin requirements|effect on inflammatory markers|clotting potential","http://ClinicalTrials.gov/show/NCT01042327",NA
"23274",23274,"NCT01078727","Safety Study of Thermal Stimulation on Upper Extremity Motor Recovery to Stroke","Completed","No Results Available","Stroke","Device: A custom-made constant temperature thermal stimulation system (FIRSTEK, Model-B401L, B-300, local company, Taiwan).","Kaohsiung Medical University Chung-Ho Memorial Hospital|National Science Council, Taiwan|National Health Research Institutes, Taiwan|National Taiwan University|Kaohsiung Medical University","Both","Adult|Senior","Phase I|Phase II",25,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","KMUH-IRB-950320","February 11, 2010","01/08/2007",2010-01-01,"March 1, 2010","01/02/2008","",2009-07-01,"Stroke Rehabilitation Assessment of Movement|Action Research Arm Test|Barthel Index|Modified Ashworth Scale","http://ClinicalTrials.gov/show/NCT01078727",NA
"23283",23283,"NCT01091727","Intravesical Injection of Botulinum Toxin A Versus Saline for Neurogenic Detrusor Overactivity","Completed","No Results Available","Neurogenic Detrusor Overactivity","Drug: Botulinum toxin A","Sunnybrook Health Sciences Centre|ethica Clinical Research Inc.","Both","Adult|Senior","Phase III",57,"Other|Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","922006","March 22, 2010","01/10/2006",2009-04-01,"March 22, 2010","01/03/2010","",2009-04-01,"Efficacy|Efficacy","http://ClinicalTrials.gov/show/NCT01091727",NA
"23292",23292,"NCT01111227","Inflammatory Cytokines Profile in Individuals Subjected to Surgical Procedures Using Propofol or Isoflurane","Completed","No Results Available","Patients in Good Health","Drug: Propofol and isoflurane","UPECLIN HC FM Botucatu Unesp|Funda????o de Amparo ?? Pesquisa do Estado de S??o Paulo","Both","Adult","Phase IV",40,"Other","Interventional","Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Supportive Care","upeclin/HC/FMB-Unesp-40","March 11, 2010","01/03/2008",2009-12-01,"April 26, 2010","01/04/2010","",2009-12-01,"Evaluation of cytokines profile|Evaluation of pro and anti-inflammatory cytokines","http://ClinicalTrials.gov/show/NCT01111227",NA
